Date,RoomID,Beacon/0/UUID,Beacon/0/major,Beacon/0/minor,Beacon/0/RSSI,Beacon/1/UUID,Beacon/1/major,Beacon/1/minor,Beacon/1/RSSI,Beacon/2/UUID,Beacon/2/major,Beacon/2/minor,Beacon/2/RSSI,Wifi/0/SSID,Wifi/0/BSSID,Wifi/0/RSSI,Wifi/1/SSID,Wifi/1/BSSID,Wifi/1/RSSI,Wifi/2/SSID,Wifi/2/BSSID,Wifi/2/RSSI,Wifi/3/SSID,Wifi/3/BSSID,Wifi/3/RSSI,Wifi/4/SSID,Wifi/4/BSSID,Wifi/4/RSSI,Wifi/5/SSID,Wifi/5/BSSID,Wifi/5/RSSI,Wifi/6/SSID,Wifi/6/BSSID,Wifi/6/RSSI,Wifi/7/SSID,Wifi/7/BSSID,Wifi/7/RSSI,Wifi/8/SSID,Wifi/8/BSSID,Wifi/8/RSSI,Wifi/9/SSID,Wifi/9/BSSID,Wifi/9/RSSI,Wifi/10/SSID,Wifi/10/BSSID,Wifi/10/RSSI,Wifi/11/SSID,Wifi/11/BSSID,Wifi/11/RSSI,Wifi/12/SSID,Wifi/12/BSSID,Wifi/12/RSSI,Wifi/13/SSID,Wifi/13/BSSID,Wifi/13/RSSI,Wifi/14/SSID,Wifi/14/BSSID,Wifi/14/RSSI,Wifi/15/SSID,Wifi/15/BSSID,Wifi/15/RSSI,Wifi/16/SSID,Wifi/16/BSSID,Wifi/16/RSSI,Wifi/17/SSID,Wifi/17/BSSID,Wifi/17/RSSI,Wifi/18/SSID,Wifi/18/BSSID,Wifi/18/RSSI,Wifi/19/SSID,Wifi/19/BSSID,Wifi/19/RSSI,Wifi/20/SSID,Wifi/20/BSSID,Wifi/20/RSSI,Wifi/21/SSID,Wifi/21/BSSID,Wifi/21/RSSI,Wifi/22/SSID,Wifi/22/BSSID,Wifi/22/RSSI,Wifi/23/SSID,Wifi/23/BSSID,Wifi/23/RSSI,Wifi/24/SSID,Wifi/24/BSSID,Wifi/24/RSSI,Wifi/25/SSID,Wifi/25/BSSID,Wifi/25/RSSI,Wifi/26/SSID,Wifi/26/BSSID,Wifi/26/RSSI,Wifi/27/SSID,Wifi/27/BSSID,Wifi/27/RSSI,Wifi/28/SSID,Wifi/28/BSSID,Wifi/28/RSSI,Wifi/29/SSID,Wifi/29/BSSID,Wifi/29/RSSI,Wifi/30/SSID,Wifi/30/BSSID,Wifi/30/RSSI,Wifi/31/SSID,Wifi/31/BSSID,Wifi/31/RSSI,Wifi/32/SSID,Wifi/32/BSSID,Wifi/32/RSSI,Wifi/33/SSID,Wifi/33/BSSID,Wifi/33/RSSI,Wifi/34/SSID,Wifi/34/BSSID,Wifi/34/RSSI,Wifi/35/SSID,Wifi/35/BSSID,Wifi/35/RSSI,Wifi/36/SSID,Wifi/36/BSSID,Wifi/36/RSSI
2017/5/1 10:54,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-73,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-60,a9d71355-6595-1801-b7ea-001c4d678e7c,30,2,-64,onogi-lab_g,74:03:bd:de:c0:57,-66,4-morimoto-lab_g,74:03:bd:5e:14:e0,-62,4-morimoto-lab_a,74:03:bd:5e:14:e5,-56,aterm-b4920e-a,c0:25:a2:a7:2e:27,-46,aterm-b4920e-g,c0:25:a2:a7:2e:26,-40,Popcul2,0c:51:01:e6:e9:8a,-55,mizuno-208ac,c0:25:a2:b4:4a:ab,-64,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-69,B0C7456E5E56,b6:c7:45:6e:5e:56,-69,mizuno-208G,c0:25:a2:b4:4a:aa,-66,PopCul,b4:18:d1:e0:d1:62,-66,suzuki-lab,00:1d:73:a9:09:78,-81,suzuki-lab,00:1d:73:a9:09:7c,-75,Popcul2,0c:51:01:e6:e9:8b,-67,onogi-lab_a,74:03:bd:de:c0:50,-60,PopCul,b4:18:d1:e0:d1:63,-75,ait-wnet_A,00:a6:ca:47:a3:de,-85,MizunoLabo_G,74:03:bd:8b:7c:b0,-78,ait-wnet,00:a6:ca:47:a3:d0,-81,2450,74:03:bd:cb:0b:18,-89,2.4GHz-ngb-clab,74:03:bd:2e:cc:32,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/1 10:54,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-61,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-56,a9d71355-6595-1801-b7ea-001c4d678e7c,30,2,-65,onogi-lab_g,74:03:bd:de:c0:57,-68,4-morimoto-lab_g,74:03:bd:5e:14:e0,-58,4-morimoto-lab_a,74:03:bd:5e:14:e5,-54,aterm-b4920e-a,c0:25:a2:a7:2e:27,-41,aterm-b4920e-g,c0:25:a2:a7:2e:26,-44,Popcul2,0c:51:01:e6:e9:8a,-50,mizuno-208ac,c0:25:a2:b4:4a:ab,-67,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-65,B0C7456E5E56,b6:c7:45:6e:5e:56,-65,mizuno-208G,c0:25:a2:b4:4a:aa,-63,PopCul,b4:18:d1:e0:d1:62,-63,suzuki-lab,00:1d:73:a9:09:78,-77,suzuki-lab,00:1d:73:a9:09:7c,-78,Popcul2,0c:51:01:e6:e9:8b,-73,onogi-lab_a,74:03:bd:de:c0:50,-60,PopCul,b4:18:d1:e0:d1:63,-78,ait-wnet_A,00:a6:ca:47:a3:de,-87,MizunoLabo_G,74:03:bd:8b:7c:b0,-79,ait-wnet,00:a6:ca:47:a3:d0,-77,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-82,AM-MIZUNO __ GHz__,90:84:0d:d5:9a:04,-84,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-78,wx03-2eeb8c,98:f1:99:32:33:6e,-78,his-wireless02,88:1f:a1:34:a2:68,-81,4b-matslabo,00:1d:73:b4:b1:cf,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/1 10:55,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-64,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-72,a9d71355-6595-1801-b7ea-001c4d678e7c,30,2,-69,onogi-lab_g,74:03:bd:de:c0:57,-63,4-morimoto-lab_g,74:03:bd:5e:14:e0,-50,4-morimoto-lab_a,74:03:bd:5e:14:e5,-43,aterm-b4920e-a,c0:25:a2:a7:2e:27,-50,aterm-b4920e-g,c0:25:a2:a7:2e:26,-46,Popcul2,0c:51:01:e6:e9:8a,-45,mizuno-208ac,c0:25:a2:b4:4a:ab,-58,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-70,B0C7456E5E56,b6:c7:45:6e:5e:56,-69,mizuno-208G,c0:25:a2:b4:4a:aa,-63,PopCul,b4:18:d1:e0:d1:62,-74,suzuki-lab,00:1d:73:a9:09:78,-84,Popcul2,0c:51:01:e6:e9:8b,-69,onogi-lab_a,74:03:bd:de:c0:50,-52,PopCul,b4:18:d1:e0:d1:63,-74,ait-wnet_A,00:a6:ca:47:a3:de,-87,MizunoLabo_G,74:03:bd:8b:7c:b0,-78,ait-wnet,00:a6:ca:47:a3:d0,-74,4b-matslabo,00:1d:73:b4:b1:cf,-86,aterm-a6d6cb-g,c0:25:a2:f3:36:7e,-82,suzuki-lab,00:1d:73:a9:09:7c,-71,KITALAB-AIR,00:1d:73:1c:5b:5d,-86,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-88,AM-MIZUNO,90:84:0d:d5:9a:03,-80,sawano-lab,4c:32:75:c6:2b:02,-85,2450,74:03:bd:cb:0b:18,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/1 10:55,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-54,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-72,a9d71355-6595-1801-b7ea-001c4d678e7c,30,2,-67,onogi-lab_g,74:03:bd:de:c0:57,-63,4-morimoto-lab_g,74:03:bd:5e:14:e0,-48,4-morimoto-lab_a,74:03:bd:5e:14:e5,-45,aterm-b4920e-a,c0:25:a2:a7:2e:27,-45,aterm-b4920e-g,c0:25:a2:a7:2e:26,-43,Popcul2,0c:51:01:e6:e9:8a,-55,mizuno-208ac,c0:25:a2:b4:4a:ab,-58,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-67,B0C7456E5E56,b6:c7:45:6e:5e:56,-67,mizuno-208G,c0:25:a2:b4:4a:aa,-60,PopCul,b4:18:d1:e0:d1:62,-70,suzuki-lab,00:1d:73:a9:09:78,-83,Popcul2,0c:51:01:e6:e9:8b,-69,onogi-lab_a,74:03:bd:de:c0:50,-50,PopCul,b4:18:d1:e0:d1:63,-74,ait-wnet_A,00:a6:ca:47:a3:de,-87,ait-wnet,00:a6:ca:47:a3:d0,-75,suzuki-lab,00:1d:73:a9:09:7c,-73,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-88,AM-MIZUNO,90:84:0d:d5:9a:03,-80,sawano-lab,4c:32:75:c6:2b:02,-85,2450,74:03:bd:cb:0b:18,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/1 10:55,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-65,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-57,a9d71355-6595-1801-b7ea-001c4d678e7c,30,2,-66,onogi-lab_g,74:03:bd:de:c0:57,-60,4-morimoto-lab_g,74:03:bd:5e:14:e0,-51,4-morimoto-lab_a,74:03:bd:5e:14:e5,-50,aterm-b4920e-a,c0:25:a2:a7:2e:27,-45,aterm-b4920e-g,c0:25:a2:a7:2e:26,-36,Popcul2,0c:51:01:e6:e9:8a,-50,mizuno-208ac,c0:25:a2:b4:4a:ab,-55,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-68,B0C7456E5E56,b6:c7:45:6e:5e:56,-66,mizuno-208G,c0:25:a2:b4:4a:aa,-62,PopCul,b4:18:d1:e0:d1:62,-63,suzuki-lab,00:1d:73:a9:09:78,-81,Popcul2,0c:51:01:e6:e9:8b,-68,onogi-lab_a,74:03:bd:de:c0:50,-50,PopCul,b4:18:d1:e0:d1:63,-74,ait-wnet_A,00:a6:ca:47:a3:de,-86,ait-wnet,00:a6:ca:47:a3:d0,-80,suzuki-lab,00:1d:73:a9:09:7c,-77,MizunoLabo_G,74:03:bd:8b:7c:b0,-74,aterm-a6d6cb-g,c0:25:a2:f3:36:7e,-82,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-87,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-75,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-77,4-kawabe-lab-205,00:16:01:83:34:49,-73,4b-matslabo,00:1d:73:b4:b1:cf,-78,2450,74:03:bd:cb:0b:18,-82,wx03-2eeb8c,98:f1:99:32:33:6e,-83,Laneed54g,00:90:fe:5e:1e:ed,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/1 10:56,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-57,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-74,a9d71355-6595-1801-b7ea-001c4d678e7c,30,2,-62,onogi-lab_g,74:03:bd:de:c0:57,-66,4-morimoto-lab_g,74:03:bd:5e:14:e0,-50,4-morimoto-lab_a,74:03:bd:5e:14:e5,-55,aterm-b4920e-a,c0:25:a2:a7:2e:27,-44,aterm-b4920e-g,c0:25:a2:a7:2e:26,-39,Popcul2,0c:51:01:e6:e9:8a,-46,mizuno-208ac,c0:25:a2:b4:4a:ab,-61,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-65,B0C7456E5E56,b6:c7:45:6e:5e:56,-64,mizuno-208G,c0:25:a2:b4:4a:aa,-63,PopCul,b4:18:d1:e0:d1:62,-63,suzuki-lab,00:1d:73:a9:09:78,-80,Popcul2,0c:51:01:e6:e9:8b,-70,onogi-lab_a,74:03:bd:de:c0:50,-52,PopCul,b4:18:d1:e0:d1:63,-74,ait-wnet_A,00:a6:ca:47:a3:de,-87,ait-wnet,00:a6:ca:47:a3:d0,-77,suzuki-lab,00:1d:73:a9:09:7c,-75,MizunoLabo_G,74:03:bd:8b:7c:b0,-75,aterm-a6d6cb-g,c0:25:a2:f3:36:7e,-82,Laneed54g,00:90:fe:5e:1e:ed,-82,AM-MIZUNO __ GHz__,90:84:0d:d5:9a:04,-87,his-wireless02,88:1f:a1:34:a2:68,-80,4b-302,cc:e1:d5:ea:5f:b8,-85,sawano-lab,4c:32:75:c6:2b:02,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/1 10:56,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-74,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-58,a9d71355-6595-1801-b7ea-001c4d678e7c,30,2,-53,onogi-lab_g,74:03:bd:de:c0:57,-66,4-morimoto-lab_g,74:03:bd:5e:14:e0,-48,4-morimoto-lab_a,74:03:bd:5e:14:e5,-55,aterm-b4920e-a,c0:25:a2:a7:2e:27,-41,aterm-b4920e-g,c0:25:a2:a7:2e:26,-31,Popcul2,0c:51:01:e6:e9:8a,-45,mizuno-208ac,c0:25:a2:b4:4a:ab,-67,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-66,B0C7456E5E56,b6:c7:45:6e:5e:56,-67,mizuno-208G,c0:25:a2:b4:4a:aa,-61,PopCul,b4:18:d1:e0:d1:62,-63,suzuki-lab,00:1d:73:a9:09:78,-78,Popcul2,0c:51:01:e6:e9:8b,-71,onogi-lab_a,74:03:bd:de:c0:50,-55,PopCul,b4:18:d1:e0:d1:63,-81,ait-wnet_A,00:a6:ca:47:a3:de,-86,ait-wnet,00:a6:ca:47:a3:d0,-77,suzuki-lab,00:1d:73:a9:09:7c,-74,everystamp755,ac:3f:a4:65:73:4f,-81,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-86,4b-matslabo,00:1d:73:b4:b1:cf,-85,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-78,AM-MIZUNO __ GHz__,90:84:0d:d5:9a:04,-87,MizunoLabo_G,74:03:bd:8b:7c:b0,-81,Laneed54g,00:90:fe:5e:1e:ed,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/1 10:56,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-70,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-61,a9d71355-6595-1801-b7ea-001c4d678e7c,30,2,-64,onogi-lab_g,74:03:bd:de:c0:57,-68,4-morimoto-lab_g,74:03:bd:5e:14:e0,-53,4-morimoto-lab_a,74:03:bd:5e:14:e5,-52,aterm-b4920e-a,c0:25:a2:a7:2e:27,-42,aterm-b4920e-g,c0:25:a2:a7:2e:26,-37,Popcul2,0c:51:01:e6:e9:8a,-52,mizuno-208ac,c0:25:a2:b4:4a:ab,-67,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-63,B0C7456E5E56,b6:c7:45:6e:5e:56,-62,mizuno-208G,c0:25:a2:b4:4a:aa,-60,PopCul,b4:18:d1:e0:d1:62,-66,suzuki-lab,00:1d:73:a9:09:78,-82,Popcul2,0c:51:01:e6:e9:8b,-68,onogi-lab_a,74:03:bd:de:c0:50,-55,PopCul,b4:18:d1:e0:d1:63,-77,suzuki-lab,00:1d:73:a9:09:7c,-72,AM-MIZUNO __ GHz__,90:84:0d:d5:9a:04,-87,MizunoLabo_G,74:03:bd:8b:7c:b0,-73,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-83,wx03-2eeb8c,98:f1:99:32:33:6e,-85,4b-302,cc:e1:d5:ea:5f:b8,-83,Buffalo-A-91EE,74:03:bd:8a:91:e7,-85,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-79,sawano-lab,4c:32:75:c6:2b:02,-81,ait-wnet,00:a6:ca:47:a3:d0,-82,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-87,2450,74:03:bd:cb:0b:18,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/1 10:57,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-68,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-67,a9d71355-6595-1801-b7ea-001c4d678e7c,30,2,-64,onogi-lab_g,74:03:bd:de:c0:57,-59,4-morimoto-lab_g,74:03:bd:5e:14:e0,-54,4-morimoto-lab_a,74:03:bd:5e:14:e5,-52,aterm-b4920e-a,c0:25:a2:a7:2e:27,-48,aterm-b4920e-g,c0:25:a2:a7:2e:26,-36,Popcul2,0c:51:01:e6:e9:8a,-53,mizuno-208ac,c0:25:a2:b4:4a:ab,-57,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-64,B0C7456E5E56,b6:c7:45:6e:5e:56,-65,mizuno-208G,c0:25:a2:b4:4a:aa,-63,PopCul,b4:18:d1:e0:d1:62,-60,suzuki-lab,00:1d:73:a9:09:78,-83,Popcul2,0c:51:01:e6:e9:8b,-68,onogi-lab_a,74:03:bd:de:c0:50,-58,PopCul,b4:18:d1:e0:d1:63,-73,suzuki-lab,00:1d:73:a9:09:7c,-77,MizunoLabo_G,74:03:bd:8b:7c:b0,-73,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-75,sawano-lab,4c:32:75:c6:2b:02,-81,ait-wnet,00:a6:ca:47:a3:d0,-81,2450,74:03:bd:cb:0b:18,-83,AM-MIZUNO,90:84:0d:d5:9a:03,-79,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-84,4-kawabe-lab-205,00:16:01:83:34:49,-80,Laneed54g,00:90:fe:5e:1e:ed,-83,4b-matslabo,00:1d:73:b4:b1:cf,-84,4b-matslaboEX,b0:c7:45:c9:0d:d0,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/1 10:57,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-50,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-72,a9d71355-6595-1801-b7ea-001c4d678e7c,30,2,-69,onogi-lab_g,74:03:bd:de:c0:57,-62,4-morimoto-lab_g,74:03:bd:5e:14:e0,-52,4-morimoto-lab_a,74:03:bd:5e:14:e5,-49,aterm-b4920e-a,c0:25:a2:a7:2e:27,-46,aterm-b4920e-g,c0:25:a2:a7:2e:26,-37,Popcul2,0c:51:01:e6:e9:8a,-53,mizuno-208ac,c0:25:a2:b4:4a:ab,-59,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-65,B0C7456E5E56,b6:c7:45:6e:5e:56,-65,mizuno-208G,c0:25:a2:b4:4a:aa,-63,PopCul,b4:18:d1:e0:d1:62,-60,suzuki-lab,00:1d:73:a9:09:78,-83,Popcul2,0c:51:01:e6:e9:8b,-66,onogi-lab_a,74:03:bd:de:c0:50,-52,PopCul,b4:18:d1:e0:d1:63,-76,suzuki-lab,00:1d:73:a9:09:7c,-75,MizunoLabo_G,74:03:bd:8b:7c:b0,-76,sawano-lab,4c:32:75:c6:2b:02,-81,2450,74:03:bd:cb:0b:18,-83,AM-MIZUNO,90:84:0d:d5:9a:03,-79,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-76,4b-matslabo,00:1d:73:b4:b1:cf,-83,4b-matslaboEX,b0:c7:45:c9:0d:d0,-86,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-85,AM-MIZUNO __ GHz__,90:84:0d:d5:9a:04,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/1 11:06,RoomC,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-70,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-52,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-58,ait-wnet_A,00:24:a5:7b:aa:30,-66,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-43,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-43,ait-wnet,00:24:a5:7b:b2:80,-60,kajilab-a,00:3a:9d:f4:94:ab,-53,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-74,okamoto room2,74:03:bd:8a:91:e0,-47,4b-302,cc:e1:d5:ea:5f:b8,-61,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-52,kajilab-g,00:3a:9d:f4:94:aa,-47,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-54,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-46,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-63,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-58,setcamera,b8:27:eb:a2:c8:8d,-60,5GHz-anac-clab,74:03:bd:2e:cc:33,-80,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-49,SET-Wireless-AP,c0:25:a2:c9:57:2a,-59,Buffalo-A-91EE,74:03:bd:8a:91:e7,-61,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-87,DIRECT-8C78A161,66:eb:8c:78:21:61,-71,AM-MIZUNO,90:84:0d:d5:9a:03,-81,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-57,4-kawabe-office-A,74:03:bd:1a:2c:e5,-88,2450-A,74:03:bd:cb:0b:1c,-76,NULL,d2:25:a2:c9:57:2a,-59,onogi-lab_a,74:03:bd:de:c0:50,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/1 11:07,RoomC,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-69,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-59,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-66,ait-wnet_A,00:24:a5:7b:aa:30,-73,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-46,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-53,ait-wnet,00:24:a5:7b:b2:80,-60,kajilab-a,00:3a:9d:f4:94:ab,-46,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-68,okamoto room2,74:03:bd:8a:91:e0,-43,4b-302,cc:e1:d5:ea:5f:b8,-56,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-57,kajilab-g,00:3a:9d:f4:94:aa,-43,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-47,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-43,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-68,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-54,setcamera,b8:27:eb:a2:c8:8d,-61,5GHz-anac-clab,74:03:bd:2e:cc:33,-81,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-58,SET-Wireless-AP,c0:25:a2:c9:57:2a,-57,Buffalo-A-91EE,74:03:bd:8a:91:e7,-55,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-84,DIRECT-8C78A161,66:eb:8c:78:21:61,-73,AM-MIZUNO,90:84:0d:d5:9a:03,-82,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-53,4-kawabe-office-A,74:03:bd:1a:2c:e5,-82,2450-A,74:03:bd:cb:0b:1c,-79,NULL,d2:25:a2:c9:57:2a,-54,onogi-lab_a,74:03:bd:de:c0:50,-82,n-itolab-ac,80:ea:96:f2:cc:76,-81,ait-wnet_A,4c:e6:76:82:85:90,-87,2450,74:03:bd:cb:0b:18,-53,onogi-lab_g,74:03:bd:de:c0:57,-89,4-kawabe-office-G,74:03:bd:1a:2c:e0,-78,,,,,,,,,,,,,,,
2017/5/1 11:07,RoomC,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-78,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-55,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-58,ait-wnet_A,00:24:a5:7b:aa:30,-81,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-46,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-56,ait-wnet,00:24:a5:7b:b2:80,-64,kajilab-a,00:3a:9d:f4:94:ab,-44,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-78,okamoto room2,74:03:bd:8a:91:e0,-55,4b-302,cc:e1:d5:ea:5f:b8,-65,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-61,kajilab-g,00:3a:9d:f4:94:aa,-43,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-44,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-43,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-76,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-57,setcamera,b8:27:eb:a2:c8:8d,-71,5GHz-anac-clab,74:03:bd:2e:cc:33,-86,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-61,SET-Wireless-AP,c0:25:a2:c9:57:2a,-68,Buffalo-A-91EE,74:03:bd:8a:91:e7,-65,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-84,DIRECT-8C78A161,66:eb:8c:78:21:61,-69,AM-MIZUNO,90:84:0d:d5:9a:03,-83,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-61,4-kawabe-office-A,74:03:bd:1a:2c:e5,-85,2450-A,74:03:bd:cb:0b:1c,-86,onogi-lab_a,74:03:bd:de:c0:50,-81,2450,74:03:bd:cb:0b:18,-55,4-kawabe-office-G,74:03:bd:1a:2c:e0,-75,Popcul2,0c:51:01:e6:e9:8a,-85,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/1 11:08,RoomC,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-66,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-63,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-58,ait-wnet_A,00:24:a5:7b:aa:30,-81,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-47,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-54,ait-wnet,00:24:a5:7b:b2:80,-61,kajilab-a,00:3a:9d:f4:94:ab,-27,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-79,okamoto room2,74:03:bd:8a:91:e0,-51,4b-302,cc:e1:d5:ea:5f:b8,-60,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-62,kajilab-g,00:3a:9d:f4:94:aa,-32,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-27,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-32,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-74,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-49,setcamera,b8:27:eb:a2:c8:8d,-56,5GHz-anac-clab,74:03:bd:2e:cc:33,-84,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-60,SET-Wireless-AP,c0:25:a2:c9:57:2a,-71,Buffalo-A-91EE,74:03:bd:8a:91:e7,-64,AM-MIZUNO,90:84:0d:d5:9a:03,-79,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-45,2450-A,74:03:bd:cb:0b:1c,-79,NULL,d2:25:a2:c9:57:2a,-64,onogi-lab_g,74:03:bd:de:c0:57,-84,2450,74:03:bd:cb:0b:18,-61,n-itolab-ac,80:ea:96:f2:cc:76,-77,2.4GHz-ngb-clab,74:03:bd:2e:cc:32,-67,DIRECT-8C78A161,66:eb:8c:78:21:61,-74,ait-wnet_A,4c:e6:76:82:85:90,-88,onogi-lab_a,74:03:bd:de:c0:50,-84,,,,,,,,,,,,,,,,,,,,,
