Date,RoomID,Beacon/0/UUID,Beacon/0/major,Beacon/0/minor,Beacon/0/RSSI,Beacon/1/UUID,Beacon/1/major,Beacon/1/minor,Beacon/1/RSSI,Wifi/0/SSID,Wifi/0/BSSID,Wifi/0/RSSI,Wifi/1/SSID,Wifi/1/BSSID,Wifi/1/RSSI,Wifi/2/SSID,Wifi/2/BSSID,Wifi/2/RSSI,Wifi/3/SSID,Wifi/3/BSSID,Wifi/3/RSSI,Wifi/4/SSID,Wifi/4/BSSID,Wifi/4/RSSI,Wifi/5/SSID,Wifi/5/BSSID,Wifi/5/RSSI,Wifi/6/SSID,Wifi/6/BSSID,Wifi/6/RSSI,Wifi/7/SSID,Wifi/7/BSSID,Wifi/7/RSSI,Wifi/8/SSID,Wifi/8/BSSID,Wifi/8/RSSI,Wifi/9/SSID,Wifi/9/BSSID,Wifi/9/RSSI,Wifi/10/SSID,Wifi/10/BSSID,Wifi/10/RSSI,Wifi/11/SSID,Wifi/11/BSSID,Wifi/11/RSSI,Wifi/12/SSID,Wifi/12/BSSID,Wifi/12/RSSI,Wifi/13/SSID,Wifi/13/BSSID,Wifi/13/RSSI,Wifi/14/SSID,Wifi/14/BSSID,Wifi/14/RSSI,Wifi/15/SSID,Wifi/15/BSSID,Wifi/15/RSSI,Wifi/16/SSID,Wifi/16/BSSID,Wifi/16/RSSI,Wifi/17/SSID,Wifi/17/BSSID,Wifi/17/RSSI,Wifi/18/SSID,Wifi/18/BSSID,Wifi/18/RSSI,Wifi/19/SSID,Wifi/19/BSSID,Wifi/19/RSSI,Wifi/20/SSID,Wifi/20/BSSID,Wifi/20/RSSI,Wifi/21/SSID,Wifi/21/BSSID,Wifi/21/RSSI,Wifi/22/SSID,Wifi/22/BSSID,Wifi/22/RSSI,Wifi/23/SSID,Wifi/23/BSSID,Wifi/23/RSSI,Wifi/24/SSID,Wifi/24/BSSID,Wifi/24/RSSI,Wifi/25/SSID,Wifi/25/BSSID,Wifi/25/RSSI,Wifi/26/SSID,Wifi/26/BSSID,Wifi/26/RSSI,Wifi/27/SSID,Wifi/27/BSSID,Wifi/27/RSSI,Wifi/28/SSID,Wifi/28/BSSID,Wifi/28/RSSI,Beacon/2/UUID,Beacon/2/major,Beacon/2/minor,Beacon/2/RSSI,Beacon/3/UUID,Beacon/3/major,Beacon/3/minor,Beacon/3/RSSI,Wifi/29/SSID,Wifi/29/BSSID,Wifi/29/RSSI,Wifi/30/SSID,Wifi/30/BSSID,Wifi/30/RSSI,Wifi/31/SSID,Wifi/31/BSSID,Wifi/31/RSSI,Wifi/32/SSID,Wifi/32/BSSID,Wifi/32/RSSI,Wifi/33/SSID,Wifi/33/BSSID,Wifi/33/RSSI,Wifi/34/SSID,Wifi/34/BSSID,Wifi/34/RSSI,Wifi/35/SSID,Wifi/35/BSSID,Wifi/35/RSSI
2017/5/9 18:40,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-64,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-57,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-84,onogi-lab_g,74:03:bd:de:c0:57,-67,4-morimoto-lab_a,74:03:bd:5e:14:e5,-55,aterm-b4920e-a,c0:25:a2:a7:2e:27,-38,aterm-b4920e-g,c0:25:a2:a7:2e:26,-45,4-morimoto-lab_g,74:03:bd:5e:14:e0,-64,his-wireless02,88:1f:a1:34:a2:68,-85,Popcul2,0c:51:01:e6:e9:8a,-49,4b-matslabo,00:1d:73:b4:b1:cf,-85,aterm-a6d6cb-a,c0:25:a2:f3:36:7f,-85,mizuno-208ac,c0:25:a2:b4:4a:ab,-56,Popcul2,0c:51:01:e6:e9:8b,-74,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-74,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-80,B0C7456E5E56,b6:c7:45:6e:5e:56,-74,onogi-lab_a,74:03:bd:de:c0:50,-57,mizuno-208G,c0:25:a2:b4:4a:aa,-67,3F-Naito-Lab,74:03:bd:7c:01:a0,-86,PopCul,b4:18:d1:e0:d1:62,-69,suzuki-lab,00:1d:73:a9:09:78,-73,suzuki-lab,00:1d:73:a9:09:7c,-82,PopCul,b4:18:d1:e0:d1:63,-79,ait-wnet,4c:e6:76:82:87:70,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/9 18:40,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-60,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-63,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-84,onogi-lab_g,74:03:bd:de:c0:57,-66,4-morimoto-lab_a,74:03:bd:5e:14:e5,-53,aterm-b4920e-a,c0:25:a2:a7:2e:27,-47,aterm-b4920e-g,c0:25:a2:a7:2e:26,-34,4-morimoto-lab_g,74:03:bd:5e:14:e0,-55,Popcul2,0c:51:01:e6:e9:8a,-51,4b-matslabo,00:1d:73:b4:b1:cf,-87,mizuno-208ac,c0:25:a2:b4:4a:ab,-62,Popcul2,0c:51:01:e6:e9:8b,-69,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-64,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-88,B0C7456E5E56,b6:c7:45:6e:5e:56,-59,onogi-lab_a,74:03:bd:de:c0:50,-60,mizuno-208G,c0:25:a2:b4:4a:aa,-60,3F-Naito-Lab,74:03:bd:7c:01:a0,-86,PopCul,b4:18:d1:e0:d1:62,-68,suzuki-lab,00:1d:73:a9:09:78,-78,suzuki-lab,00:1d:73:a9:09:7c,-74,PopCul,b4:18:d1:e0:d1:63,-80,MizunoLabo_G,74:03:bd:8b:7c:b0,-71,ait-wnet,00:a6:ca:47:a3:d0,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/9 18:41,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-58,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-75,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-76,onogi-lab_g,74:03:bd:de:c0:57,-64,4-morimoto-lab_a,74:03:bd:5e:14:e5,-55,aterm-b4920e-a,c0:25:a2:a7:2e:27,-44,aterm-b4920e-g,c0:25:a2:a7:2e:26,-38,4-morimoto-lab_g,74:03:bd:5e:14:e0,-58,Popcul2,0c:51:01:e6:e9:8a,-56,mizuno-208ac,c0:25:a2:b4:4a:ab,-61,Popcul2,0c:51:01:e6:e9:8b,-72,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-68,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-88,B0C7456E5E56,b6:c7:45:6e:5e:56,-65,onogi-lab_a,74:03:bd:de:c0:50,-56,mizuno-208G,c0:25:a2:b4:4a:aa,-56,PopCul,b4:18:d1:e0:d1:62,-64,suzuki-lab,00:1d:73:a9:09:78,-82,suzuki-lab,00:1d:73:a9:09:7c,-74,PopCul,b4:18:d1:e0:d1:63,-82,MizunoLabo_G,74:03:bd:8b:7c:b0,-71,ait-wnet,00:a6:ca:47:a3:d0,-76,okamoto room2,74:03:bd:8a:91:e0,-75,sawano-lab,4c:32:75:c6:2b:02,-82,Mizuno305_G,10:6f:3f:27:1c:b2,-84,4b-302,cc:e1:d5:ea:5f:b8,-85,kajilab-g,00:3a:9d:f4:94:aa,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/9 18:41,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-70,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-63,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-76,onogi-lab_g,74:03:bd:de:c0:57,-62,4-morimoto-lab_a,74:03:bd:5e:14:e5,-53,aterm-b4920e-a,c0:25:a2:a7:2e:27,-43,aterm-b4920e-g,c0:25:a2:a7:2e:26,-44,4-morimoto-lab_g,74:03:bd:5e:14:e0,-50,Popcul2,0c:51:01:e6:e9:8a,-47,mizuno-208ac,c0:25:a2:b4:4a:ab,-57,Popcul2,0c:51:01:e6:e9:8b,-72,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-69,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-85,B0C7456E5E56,b6:c7:45:6e:5e:56,-71,onogi-lab_a,74:03:bd:de:c0:50,-57,mizuno-208G,c0:25:a2:b4:4a:aa,-56,PopCul,b4:18:d1:e0:d1:62,-55,suzuki-lab,00:1d:73:a9:09:78,-80,suzuki-lab,00:1d:73:a9:09:7c,-74,PopCul,b4:18:d1:e0:d1:63,-78,ait-wnet,00:a6:ca:47:a3:d0,-76,okamoto room2,74:03:bd:8a:91:e0,-75,sawano-lab,4c:32:75:c6:2b:02,-82,Mizuno305_G,10:6f:3f:27:1c:b2,-84,4b-302,cc:e1:d5:ea:5f:b8,-85,kajilab-g,00:3a:9d:f4:94:aa,-87,aterm-a6d6cb-g,c0:25:a2:f3:36:7e,-78,ait-wnet,00:16:01:04:c2:51,-81,4b-matslabo,00:1d:73:b4:b1:cf,-83,his-wireless02,88:1f:a1:34:a2:68,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/9 18:41,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-76,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-66,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-82,onogi-lab_g,74:03:bd:de:c0:57,-62,4-morimoto-lab_a,74:03:bd:5e:14:e5,-51,aterm-b4920e-a,c0:25:a2:a7:2e:27,-42,aterm-b4920e-g,c0:25:a2:a7:2e:26,-43,4-morimoto-lab_g,74:03:bd:5e:14:e0,-54,Popcul2,0c:51:01:e6:e9:8a,-51,mizuno-208ac,c0:25:a2:b4:4a:ab,-61,Popcul2,0c:51:01:e6:e9:8b,-68,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-65,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-85,B0C7456E5E56,b6:c7:45:6e:5e:56,-66,onogi-lab_a,74:03:bd:de:c0:50,-46,mizuno-208G,c0:25:a2:b4:4a:aa,-61,PopCul,b4:18:d1:e0:d1:62,-63,suzuki-lab,00:1d:73:a9:09:78,-78,suzuki-lab,00:1d:73:a9:09:7c,-77,PopCul,b4:18:d1:e0:d1:63,-72,ait-wnet,00:a6:ca:47:a3:d0,-75,sawano-lab,4c:32:75:c6:2b:02,-84,aterm-a6d6cb-g,c0:25:a2:f3:36:7e,-78,ait-wnet,00:16:01:04:c2:51,-81,4b-matslabo,00:1d:73:b4:b1:cf,-83,his-wireless02,88:1f:a1:34:a2:68,-84,ait-wnet_A,00:a6:ca:47:a3:de,-86,3F-Naito-Lab,74:03:bd:7c:01:a0,-83,MizunoLabo_G,74:03:bd:8b:7c:b0,-80,AM-MIZUNO,90:84:0d:d5:9a:03,-82,4b-matslabo-1,02:1d:73:b4:b1:cf,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/9 18:41,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-67,,,,,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-83,onogi-lab_g,74:03:bd:de:c0:57,-61,4-morimoto-lab_a,74:03:bd:5e:14:e5,-55,aterm-b4920e-a,c0:25:a2:a7:2e:27,-47,aterm-b4920e-g,c0:25:a2:a7:2e:26,-38,4-morimoto-lab_g,74:03:bd:5e:14:e0,-52,Popcul2,0c:51:01:e6:e9:8a,-50,mizuno-208ac,c0:25:a2:b4:4a:ab,-68,Popcul2,0c:51:01:e6:e9:8b,-75,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-68,B0C7456E5E56,b6:c7:45:6e:5e:56,-65,onogi-lab_a,74:03:bd:de:c0:50,-52,mizuno-208G,c0:25:a2:b4:4a:aa,-66,PopCul,b4:18:d1:e0:d1:62,-63,suzuki-lab,00:1d:73:a9:09:78,-83,suzuki-lab,00:1d:73:a9:09:7c,-78,PopCul,b4:18:d1:e0:d1:63,-77,ait-wnet,00:a6:ca:47:a3:d0,-75,sawano-lab,4c:32:75:c6:2b:02,-84,his-wireless02,88:1f:a1:34:a2:68,-84,ait-wnet_A,00:a6:ca:47:a3:de,-86,3F-Naito-Lab,74:03:bd:7c:01:a0,-83,MizunoLabo_G,74:03:bd:8b:7c:b0,-76,AM-MIZUNO,90:84:0d:d5:9a:03,-82,4b-matslabo-1,02:1d:73:b4:b1:cf,-89,Buffalo-A-91EE,74:03:bd:8a:91:e7,-87,AIT_ITC_TEST52_G,00:07:40:ff:f6:cd,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/9 18:41,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-74,,,,,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-86,onogi-lab_g,74:03:bd:de:c0:57,-60,4-morimoto-lab_a,74:03:bd:5e:14:e5,-44,aterm-b4920e-a,c0:25:a2:a7:2e:27,-46,aterm-b4920e-g,c0:25:a2:a7:2e:26,-38,4-morimoto-lab_g,74:03:bd:5e:14:e0,-48,Popcul2,0c:51:01:e6:e9:8a,-41,mizuno-208ac,c0:25:a2:b4:4a:ab,-61,Popcul2,0c:51:01:e6:e9:8b,-68,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-74,B0C7456E5E56,b6:c7:45:6e:5e:56,-65,onogi-lab_a,74:03:bd:de:c0:50,-45,mizuno-208G,c0:25:a2:b4:4a:aa,-54,PopCul,b4:18:d1:e0:d1:62,-60,suzuki-lab,00:1d:73:a9:09:78,-83,suzuki-lab,00:1d:73:a9:09:7c,-72,PopCul,b4:18:d1:e0:d1:63,-77,ait-wnet,00:a6:ca:47:a3:d0,-75,his-wireless02,88:1f:a1:34:a2:68,-84,MizunoLabo_G,74:03:bd:8b:7c:b0,-76,Buffalo-A-91EE,74:03:bd:8a:91:e7,-87,AIT_ITC_TEST52_G,00:07:40:ff:f6:cd,-87,AM-MIZUNO __ GHz__90:84:0d:d5:9a:04,90:84:0d:d5:9a:04,-86,4-graduate-2F_g,88:57:ee:dd:2c:e0,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/9 18:41,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-70,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-75,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-86,onogi-lab_g,74:03:bd:de:c0:57,-66,4-morimoto-lab_a,74:03:bd:5e:14:e5,-56,aterm-b4920e-a,c0:25:a2:a7:2e:27,-43,aterm-b4920e-g,c0:25:a2:a7:2e:26,-39,4-morimoto-lab_g,74:03:bd:5e:14:e0,-55,Popcul2,0c:51:01:e6:e9:8a,-52,mizuno-208ac,c0:25:a2:b4:4a:ab,-59,Popcul2,0c:51:01:e6:e9:8b,-68,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-71,B0C7456E5E56,b6:c7:45:6e:5e:56,-72,onogi-lab_a,74:03:bd:de:c0:50,-41,mizuno-208G,c0:25:a2:b4:4a:aa,-62,PopCul,b4:18:d1:e0:d1:62,-64,suzuki-lab,00:1d:73:a9:09:78,-79,suzuki-lab,00:1d:73:a9:09:7c,-79,PopCul,b4:18:d1:e0:d1:63,-80,ait-wnet,00:a6:ca:47:a3:d0,-73,MizunoLabo_G,74:03:bd:8b:7c:b0,-75,AIT_ITC_TEST52_G,00:07:40:ff:f6:cd,-87,AM-MIZUNO __ GHz__90:84:0d:d5:9a:04,90:84:0d:d5:9a:04,-86,4-graduate-2F_g,88:57:ee:dd:2c:e0,-84,2450,74:03:bd:cb:0b:18,-82,sawano-lab,4c:32:75:c6:2b:02,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/9 18:42,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-60,a9d71355-6595-1801-b7ea-001c4d678e7c,32,2,-75,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-82,onogi-lab_g,74:03:bd:de:c0:57,-66,4-morimoto-lab_a,74:03:bd:5e:14:e5,-58,aterm-b4920e-a,c0:25:a2:a7:2e:27,-48,aterm-b4920e-g,c0:25:a2:a7:2e:26,-31,4-morimoto-lab_g,74:03:bd:5e:14:e0,-52,Popcul2,0c:51:01:e6:e9:8a,-49,mizuno-208ac,c0:25:a2:b4:4a:ab,-68,Popcul2,0c:51:01:e6:e9:8b,-70,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-70,B0C7456E5E56,b6:c7:45:6e:5e:56,-70,onogi-lab_a,74:03:bd:de:c0:50,-50,mizuno-208G,c0:25:a2:b4:4a:aa,-65,PopCul,b4:18:d1:e0:d1:62,-63,suzuki-lab,00:1d:73:a9:09:78,-81,suzuki-lab,00:1d:73:a9:09:7c,-78,PopCul,b4:18:d1:e0:d1:63,-77,ait-wnet,00:a6:ca:47:a3:d0,-75,MizunoLabo_G,74:03:bd:8b:7c:b0,-77,AM-MIZUNO __ GHz__,90:84:0d:d5:9a:04,-88,2450,74:03:bd:cb:0b:18,-82,sawano-lab,4c:32:75:c6:2b:02,-83,aterm-a6d6cb-g,c0:25:a2:f3:36:7e,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/9 18:42,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,32,1,-58,,,,,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-73,onogi-lab_g,74:03:bd:de:c0:57,-62,4-morimoto-lab_a,74:03:bd:5e:14:e5,-50,aterm-b4920e-a,c0:25:a2:a7:2e:27,-46,aterm-b4920e-g,c0:25:a2:a7:2e:26,-37,4-morimoto-lab_g,74:03:bd:5e:14:e0,-55,Popcul2,0c:51:01:e6:e9:8a,-47,mizuno-208ac,c0:25:a2:b4:4a:ab,-61,Popcul2,0c:51:01:e6:e9:8b,-68,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-74,B0C7456E5E56,b6:c7:45:6e:5e:56,-76,onogi-lab_a,74:03:bd:de:c0:50,-43,mizuno-208G,c0:25:a2:b4:4a:aa,-61,PopCul,b4:18:d1:e0:d1:62,-63,suzuki-lab,00:1d:73:a9:09:78,-83,suzuki-lab,00:1d:73:a9:09:7c,-72,PopCul,b4:18:d1:e0:d1:63,-80,ait-wnet,00:a6:ca:47:a3:d0,-75,MizunoLabo_G,74:03:bd:8b:7c:b0,-84,AM-MIZUNO __ GHz__90:84:0d:d5:9a:04,90:84:0d:d5:9a:04,-84,aterm-a6d6cb-g,c0:25:a2:f3:36:7e,-84,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-72,uchidalab5,00:22:cf:04:4d:9b,-89,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/9 18:46,RoomC,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-56,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-58,2450-A,74:03:bd:cb:0b:1c,-82,ait-wnet,00:24:a5:7b:b2:80,-62,ait-wnet_A,00:24:a5:7b:aa:30,-75,2450,74:03:bd:cb:0b:18,-64,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-56,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-60,Buffalo-A-91EE,74:03:bd:8a:91:e7,-61,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-56,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-53,okamoto room2,74:03:bd:8a:91:e0,-48,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-48,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-53,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-77,kajilab-a,00:3a:9d:f4:94:ab,-47,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-64,4b-302,cc:e1:d5:ea:5f:b8,-64,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-79,4-kawabe-office-G,74:03:bd:1a:2c:e0,-69,kajilab-g,00:3a:9d:f4:94:aa,-44,setcamera,b8:27:eb:a2:c8:8d,-61,DIRECT-8C78A161,66:eb:8c:78:21:61,-72,SET-Wireless-AP,c0:25:a2:c9:57:2a,-66,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-45,5GHz-anac-clab,74:03:bd:2e:cc:33,-82,2.4GHz-ngb-clab,74:03:bd:2e:cc:32,-73,AM-MIZUNO,90:84:0d:d5:9a:03,-74,everystamp755,ac:3f:a4:65:73:4f,-85,,,,a9d71355-6595-1801-b7ea-001c4d678e7c,34,1,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/9 18:46,RoomC,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-63,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-72,2450-A,74:03:bd:cb:0b:1c,-83,ait-wnet,00:24:a5:7b:b2:80,-59,ait-wnet_A,00:24:a5:7b:aa:30,-78,2450,74:03:bd:cb:0b:18,-56,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-60,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-60,Buffalo-A-91EE,74:03:bd:8a:91:e7,-62,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-52,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-46,okamoto room2,74:03:bd:8a:91:e0,-52,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-44,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-55,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-78,kajilab-a,00:3a:9d:f4:94:ab,-45,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-63,4b-302,cc:e1:d5:ea:5f:b8,-64,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-77,4-kawabe-office-G,74:03:bd:1a:2c:e0,-68,kajilab-g,00:3a:9d:f4:94:aa,-49,setcamera,b8:27:eb:a2:c8:8d,-68,DIRECT-8C78A161,66:eb:8c:78:21:61,-72,SET-Wireless-AP,c0:25:a2:c9:57:2a,-69,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-45,5GHz-anac-clab,74:03:bd:2e:cc:33,-83,2.4GHz-ngb-clab,74:03:bd:2e:cc:32,-73,AM-MIZUNO,90:84:0d:d5:9a:03,-74,everystamp755,ac:3f:a4:65:73:4f,-85,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-90,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-57,a9d71355-6595-1801-b7ea-001c4d678e7c,34,1,-70,n-itolab-ac,80:ea:96:f2:cc:76,-83,,,,,,,,,,,,,,,,,,,,,
2017/5/9 18:46,RoomC,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-59,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-55,2450-A,74:03:bd:cb:0b:1c,-79,ait-wnet,00:24:a5:7b:b2:80,-63,ait-wnet_A,00:24:a5:7b:aa:30,-79,2450,74:03:bd:cb:0b:18,-54,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-57,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-58,Buffalo-A-91EE,74:03:bd:8a:91:e7,-60,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-48,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-47,okamoto room2,74:03:bd:8a:91:e0,-46,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-33,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-51,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-75,kajilab-a,00:3a:9d:f4:94:ab,-33,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-52,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-77,4-kawabe-office-G,74:03:bd:1a:2c:e0,-68,kajilab-g,00:3a:9d:f4:94:aa,-39,setcamera,b8:27:eb:a2:c8:8d,-68,DIRECT-8C78A161,66:eb:8c:78:21:61,-76,SET-Wireless-AP,c0:25:a2:c9:57:2a,-76,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-37,5GHz-anac-clab,74:03:bd:2e:cc:33,-85,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-88,n-itolab-ac,80:ea:96:f2:cc:76,-83,4-kawabe-office-A,74:03:bd:1a:2c:e5,-87,3F-Naito-Lab,74:03:bd:7c:01:a0,-81,ait-wnet_A,4c:e6:76:82:85:90,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/9 18:47,RoomC,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-61,a9d71355-6595-1801-b7ea-001c4d678e7c,33,3,-73,2450-A,74:03:bd:cb:0b:1c,-82,ait-wnet,00:24:a5:7b:b2:80,-61,ait-wnet_A,00:24:a5:7b:aa:30,-73,2450,74:03:bd:cb:0b:18,-59,aterm-fe5eb9-g,1c:b1:7f:0e:f1:04,-54,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-50,Buffalo-A-91EE,74:03:bd:8a:91:e7,-56,aterm-ee52dc-a,c0:25:a2:a7:2e:1b,-51,aterm-ee52dc-g,c0:25:a2:a7:2e:1a,-45,okamoto room2,74:03:bd:8a:91:e0,-51,aterm-4cd953-aw,02:3a:9d:f4:94:ab,-48,aterm-fe5eb9-gw,1e:b1:7f:0e:f1:04,-57,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-75,kajilab-a,00:3a:9d:f4:94:ab,-47,e-timer-CB0DAC,02:90:fe:cb:0d:ae,-56,SET-Wireless-AP-11ac,c0:25:a2:c9:57:2b,-74,kajilab-g,00:3a:9d:f4:94:aa,-33,setcamera,b8:27:eb:a2:c8:8d,-55,DIRECT-8C78A161,66:eb:8c:78:21:61,-71,SET-Wireless-AP,c0:25:a2:c9:57:2a,-62,aterm-4cd953-gw,02:3a:9d:f4:94:aa,-33,5GHz-anac-clab,74:03:bd:2e:cc:33,-87,3F-Naito-Lab 5GHz,74:03:bd:7c:01:a7,-85,4-kawabe-office-A,74:03:bd:1a:2c:e5,-86,4b-302,cc:e1:d5:ea:5f:b8,-53,4-kawabe-office-G,74:03:bd:1a:2c:e0,-72,2.4GHz-ngb-clab,74:03:bd:2e:cc:32,-63,AM-MIZUNO,90:84:0d:d5:9a:03,-71,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-55,,,,,4-kawabe-lab-204,00:16:01:57:b7:11,-82,everystamp755,ac:3f:a4:65:73:4f,-82,,,,,,,,,,,,,,,,,,
