Date,RoomID,Beacon/0/UUID,Beacon/0/major,Beacon/0/minor,Beacon/0/RSSI,Beacon/1/UUID,Beacon/1/major,Beacon/1/minor,Beacon/1/RSSI,Beacon/2/UUID,Beacon/2/major,Beacon/2/minor,Beacon/2/RSSI,Wifi/0/SSID,Wifi/0/BSSID,Wifi/0/RSSI,Wifi/1/SSID,Wifi/1/BSSID,Wifi/1/RSSI,Wifi/2/SSID,Wifi/2/BSSID,Wifi/2/RSSI,Wifi/3/SSID,Wifi/3/BSSID,Wifi/3/RSSI,Wifi/4/SSID,Wifi/4/BSSID,Wifi/4/RSSI,Wifi/5/SSID,Wifi/5/BSSID,Wifi/5/RSSI,Wifi/6/SSID,Wifi/6/BSSID,Wifi/6/RSSI,Wifi/7/SSID,Wifi/7/BSSID,Wifi/7/RSSI,Wifi/8/SSID,Wifi/8/BSSID,Wifi/8/RSSI,Wifi/9/SSID,Wifi/9/BSSID,Wifi/9/RSSI,Wifi/10/SSID,Wifi/10/BSSID,Wifi/10/RSSI,Wifi/11/SSID,Wifi/11/BSSID,Wifi/11/RSSI,Wifi/12/SSID,Wifi/12/BSSID,Wifi/12/RSSI,Wifi/13/SSID,Wifi/13/BSSID,Wifi/13/RSSI,Wifi/14/SSID,Wifi/14/BSSID,Wifi/14/RSSI,Wifi/15/SSID,Wifi/15/BSSID,Wifi/15/RSSI,Wifi/16/SSID,Wifi/16/BSSID,Wifi/16/RSSI,Wifi/17/SSID,Wifi/17/BSSID,Wifi/17/RSSI,Wifi/18/SSID,Wifi/18/BSSID,Wifi/18/RSSI,Wifi/19/SSID,Wifi/19/BSSID,Wifi/19/RSSI,Wifi/20/SSID,Wifi/20/BSSID,Wifi/20/RSSI,Wifi/21/SSID,Wifi/21/BSSID,Wifi/21/RSSI,Wifi/22/SSID,Wifi/22/BSSID,Wifi/22/RSSI,Wifi/23/SSID,Wifi/23/BSSID,Wifi/23/RSSI,Wifi/24/SSID,Wifi/24/BSSID,Wifi/24/RSSI,Wifi/25/SSID,Wifi/25/BSSID,Wifi/25/RSSI,Wifi/26/SSID,Wifi/26/BSSID,Wifi/26/RSSI,Wifi/27/SSID,Wifi/27/BSSID,Wifi/27/RSSI,Wifi/28/SSID,Wifi/28/BSSID,Wifi/28/RSSI,Wifi/29/SSID,Wifi/29/BSSID,Wifi/29/RSSI,Wifi/30/SSID,Wifi/30/BSSID,Wifi/30/RSSI,Wifi/31/SSID,Wifi/31/BSSID,Wifi/31/RSSI,Wifi/32/SSID,Wifi/32/BSSID,Wifi/32/RSSI,Wifi/33/SSID,Wifi/33/BSSID,Wifi/33/RSSI,Wifi/34/SSID,Wifi/34/BSSID,Wifi/34/RSSI
2017/4/27 11:56,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-78,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-72,,,,,onogi-lab_g,74:03:bd:de:c0:57,-67,4-morimoto-lab_a,74:03:bd:5e:14:e5,-50,aterm-b4920e-g,c0:25:a2:a7:2e:26,-44,4-morimoto-lab_g,74:03:bd:5e:14:e0,-58,aterm-b4920e-a,c0:25:a2:a7:2e:27,-45,onogi-lab_a,74:03:bd:de:c0:50,-58,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-72,B0C7456E5E56,b6:c7:45:6e:5e:56,-66,Popcul2,0c:51:01:e6:e9:8a,-57,PopCul,b4:18:d1:e0:d1:62,-66,suzuki-lab,00:1d:73:a9:09:78,-82,suzuki-lab,00:1d:73:a9:09:7c,-81,mizuno-208ac,c0:25:a2:b4:4a:ab,-65,Popcul2,0c:51:01:e6:e9:8b,-74,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-85,mizuno-208G,c0:25:a2:b4:4a:aa,-64,PopCul,b4:18:d1:e0:d1:63,-74,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-87,MizunoLabo_G,74:03:bd:8b:7c:b0,-72,AM-MIZUNO,90:84:0d:d5:9a:03,-75,ait-wnet,00:a6:ca:47:a3:d0,-80,okamoto room2,74:03:bd:8a:91:e0,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:56,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-84,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-57,,,,,onogi-lab_g,74:03:bd:de:c0:57,-71,4-morimoto-lab_a,74:03:bd:5e:14:e5,-54,aterm-b4920e-g,c0:25:a2:a7:2e:26,-40,4-morimoto-lab_g,74:03:bd:5e:14:e0,-56,aterm-b4920e-a,c0:25:a2:a7:2e:27,-43,onogi-lab_a,74:03:bd:de:c0:50,-54,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-63,B0C7456E5E56,b6:c7:45:6e:5e:56,-63,Popcul2,0c:51:01:e6:e9:8a,-57,PopCul,b4:18:d1:e0:d1:62,-65,suzuki-lab,00:1d:73:a9:09:78,-77,suzuki-lab,00:1d:73:a9:09:7c,-71,mizuno-208ac,c0:25:a2:b4:4a:ab,-61,Popcul2,0c:51:01:e6:e9:8b,-72,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-85,mizuno-208G,c0:25:a2:b4:4a:aa,-64,PopCul,b4:18:d1:e0:d1:63,-77,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-87,MizunoLabo_G,74:03:bd:8b:7c:b0,-72,AM-MIZUNO,90:84:0d:d5:9a:03,-75,ait-wnet,00:a6:ca:47:a3:d0,-80,okamoto room2,74:03:bd:8a:91:e0,-84,aterm-a6d6cb-g,c0:25:a2:f3:36:7e,-79,sawano-lab,4c:32:75:c6:2b:02,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:56,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-83,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-70,,,,,onogi-lab_g,74:03:bd:de:c0:57,-64,4-morimoto-lab_a,74:03:bd:5e:14:e5,-50,aterm-b4920e-g,c0:25:a2:a7:2e:26,-45,4-morimoto-lab_g,74:03:bd:5e:14:e0,-67,aterm-b4920e-a,c0:25:a2:a7:2e:27,-46,onogi-lab_a,74:03:bd:de:c0:50,-54,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-68,B0C7456E5E56,b6:c7:45:6e:5e:56,-65,Popcul2,0c:51:01:e6:e9:8a,-61,PopCul,b4:18:d1:e0:d1:62,-68,suzuki-lab,00:1d:73:a9:09:78,-84,suzuki-lab,00:1d:73:a9:09:7c,-72,mizuno-208ac,c0:25:a2:b4:4a:ab,-61,Popcul2,0c:51:01:e6:e9:8b,-75,mizuno-208G,c0:25:a2:b4:4a:aa,-67,PopCul,b4:18:d1:e0:d1:63,-81,MizunoLabo_G,74:03:bd:8b:7c:b0,-72,AM-MIZUNO,90:84:0d:d5:9a:03,-75,aterm-a6d6cb-g,c0:25:a2:f3:36:7e,-79,sawano-lab,4c:32:75:c6:2b:02,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:57,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-62,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-77,,,,,onogi-lab_g,74:03:bd:de:c0:57,-60,4-morimoto-lab_a,74:03:bd:5e:14:e5,-48,aterm-b4920e-g,c0:25:a2:a7:2e:26,-48,4-morimoto-lab_g,74:03:bd:5e:14:e0,-51,aterm-b4920e-a,c0:25:a2:a7:2e:27,-48,onogi-lab_a,74:03:bd:de:c0:50,-47,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-69,B0C7456E5E56,b6:c7:45:6e:5e:56,-72,Popcul2,0c:51:01:e6:e9:8a,-55,PopCul,b4:18:d1:e0:d1:62,-68,suzuki-lab,00:1d:73:a9:09:78,-84,suzuki-lab,00:1d:73:a9:09:7c,-70,mizuno-208ac,c0:25:a2:b4:4a:ab,-64,Popcul2,0c:51:01:e6:e9:8b,-67,mizuno-208G,c0:25:a2:b4:4a:aa,-63,PopCul,b4:18:d1:e0:d1:63,-73,MizunoLabo_G,74:03:bd:8b:7c:b0,-77,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-90,ait-wnet_A,00:a6:ca:47:a3:de,-84,ait-wnet,00:a6:ca:47:a3:d0,-79,his-wireless02,88:1f:a1:34:a2:68,-80,4b-matslaboEX,cc:e1:d5:51:4e:c0,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:57,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-52,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-66,,,,,onogi-lab_g,74:03:bd:de:c0:57,-60,4-morimoto-lab_a,74:03:bd:5e:14:e5,-47,aterm-b4920e-g,c0:25:a2:a7:2e:26,-46,4-morimoto-lab_g,74:03:bd:5e:14:e0,-55,aterm-b4920e-a,c0:25:a2:a7:2e:27,-44,onogi-lab_a,74:03:bd:de:c0:50,-44,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-73,B0C7456E5E56,b6:c7:45:6e:5e:56,-71,Popcul2,0c:51:01:e6:e9:8a,-55,PopCul,b4:18:d1:e0:d1:62,-65,suzuki-lab,00:1d:73:a9:09:78,-81,suzuki-lab,00:1d:73:a9:09:7c,-70,mizuno-208ac,c0:25:a2:b4:4a:ab,-60,Popcul2,0c:51:01:e6:e9:8b,-69,PopCul,b4:18:d1:e0:d1:63,-74,ait-wnet_A,00:a6:ca:47:a3:de,-84,ait-wnet,00:a6:ca:47:a3:d0,-72,his-wireless02,88:1f:a1:34:a2:68,-80,4b-matslaboEX,cc:e1:d5:51:4e:c0,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:57,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-63,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-74,,,,,onogi-lab_g,74:03:bd:de:c0:57,-57,4-morimoto-lab_a,74:03:bd:5e:14:e5,-56,aterm-b4920e-g,c0:25:a2:a7:2e:26,-39,4-morimoto-lab_g,74:03:bd:5e:14:e0,-49,aterm-b4920e-a,c0:25:a2:a7:2e:27,-40,onogi-lab_a,74:03:bd:de:c0:50,-47,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-70,B0C7456E5E56,b6:c7:45:6e:5e:56,-72,Popcul2,0c:51:01:e6:e9:8a,-51,PopCul,b4:18:d1:e0:d1:62,-60,suzuki-lab,00:1d:73:a9:09:78,-85,suzuki-lab,00:1d:73:a9:09:7c,-74,mizuno-208ac,c0:25:a2:b4:4a:ab,-59,Popcul2,0c:51:01:e6:e9:8b,-72,PopCul,b4:18:d1:e0:d1:63,-80,ait-wnet_A,00:a6:ca:47:a3:de,-88,ait-wnet,00:a6:ca:47:a3:d0,-72,his-wireless02,88:1f:a1:34:a2:68,-80,mizuno-208G,c0:25:a2:b4:4a:aa,-53,MizunoLabo_G,74:03:bd:8b:7c:b0,-78,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:57,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-64,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-69,,,,,onogi-lab_g,74:03:bd:de:c0:57,-65,4-morimoto-lab_a,74:03:bd:5e:14:e5,-56,aterm-b4920e-g,c0:25:a2:a7:2e:26,-38,4-morimoto-lab_g,74:03:bd:5e:14:e0,-56,aterm-b4920e-a,c0:25:a2:a7:2e:27,-35,onogi-lab_a,74:03:bd:de:c0:50,-48,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-67,B0C7456E5E56,b6:c7:45:6e:5e:56,-68,Popcul2,0c:51:01:e6:e9:8a,-55,PopCul,b4:18:d1:e0:d1:62,-63,suzuki-lab,00:1d:73:a9:09:78,-74,suzuki-lab,00:1d:73:a9:09:7c,-74,mizuno-208ac,c0:25:a2:b4:4a:ab,-55,Popcul2,0c:51:01:e6:e9:8b,-72,PopCul,b4:18:d1:e0:d1:63,-79,ait-wnet_A,00:a6:ca:47:a3:de,-88,mizuno-208G,c0:25:a2:b4:4a:aa,-53,MizunoLabo_G,74:03:bd:8b:7c:b0,-78,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:57,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-58,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-66,,,,,onogi-lab_g,74:03:bd:de:c0:57,-66,4-morimoto-lab_a,74:03:bd:5e:14:e5,-55,aterm-b4920e-g,c0:25:a2:a7:2e:26,-31,4-morimoto-lab_g,74:03:bd:5e:14:e0,-56,aterm-b4920e-a,c0:25:a2:a7:2e:27,-42,onogi-lab_a,74:03:bd:de:c0:50,-53,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-59,B0C7456E5E56,b6:c7:45:6e:5e:56,-56,Popcul2,0c:51:01:e6:e9:8a,-44,PopCul,b4:18:d1:e0:d1:62,-66,suzuki-lab,00:1d:73:a9:09:78,-78,mizuno-208ac,c0:25:a2:b4:4a:ab,-59,Popcul2,0c:51:01:e6:e9:8b,-71,PopCul,b4:18:d1:e0:d1:63,-79,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:57,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-68,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-56,,,,,onogi-lab_g,74:03:bd:de:c0:57,-71,4-morimoto-lab_a,74:03:bd:5e:14:e5,-55,aterm-b4920e-g,c0:25:a2:a7:2e:26,-37,4-morimoto-lab_g,74:03:bd:5e:14:e0,-64,aterm-b4920e-a,c0:25:a2:a7:2e:27,-48,onogi-lab_a,74:03:bd:de:c0:50,-53,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-59,B0C7456E5E56,b6:c7:45:6e:5e:56,-60,Popcul2,0c:51:01:e6:e9:8a,-46,PopCul,b4:18:d1:e0:d1:62,-65,suzuki-lab,00:1d:73:a9:09:78,-78,mizuno-208ac,c0:25:a2:b4:4a:ab,-65,Popcul2,0c:51:01:e6:e9:8b,-75,PopCul,b4:18:d1:e0:d1:63,-79,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:58,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-82,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-64,,,,,onogi-lab_g,74:03:bd:de:c0:57,-66,4-morimoto-lab_a,74:03:bd:5e:14:e5,-55,aterm-b4920e-g,c0:25:a2:a7:2e:26,-47,4-morimoto-lab_g,74:03:bd:5e:14:e0,-58,aterm-b4920e-a,c0:25:a2:a7:2e:27,-42,onogi-lab_a,74:03:bd:de:c0:50,-53,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-55,B0C7456E5E56,b6:c7:45:6e:5e:56,-60,Popcul2,0c:51:01:e6:e9:8a,-46,PopCul,b4:18:d1:e0:d1:62,-65,suzuki-lab,00:1d:73:a9:09:78,-85,mizuno-208ac,c0:25:a2:b4:4a:ab,-62,Popcul2,0c:51:01:e6:e9:8b,-78,PopCul,b4:18:d1:e0:d1:63,-83,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-86,mizuno-208G,c0:25:a2:b4:4a:aa,-63,ait-wnet_A,00:a6:ca:47:a3:de,-87,4-kawabe-office-G,74:03:bd:1a:2c:e0,-79,sawano-lab,4c:32:75:c6:2b:02,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:58,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-58,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-74,,,,,onogi-lab_g,74:03:bd:de:c0:57,-68,4-morimoto-lab_a,74:03:bd:5e:14:e5,-55,aterm-b4920e-g,c0:25:a2:a7:2e:26,-43,4-morimoto-lab_g,74:03:bd:5e:14:e0,-54,aterm-b4920e-a,c0:25:a2:a7:2e:27,-48,onogi-lab_a,74:03:bd:de:c0:50,-53,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-55,B0C7456E5E56,b6:c7:45:6e:5e:56,-60,Popcul2,0c:51:01:e6:e9:8a,-50,PopCul,b4:18:d1:e0:d1:62,-65,suzuki-lab,00:1d:73:a9:09:78,-85,mizuno-208ac,c0:25:a2:b4:4a:ab,-65,Popcul2,0c:51:01:e6:e9:8b,-70,PopCul,b4:18:d1:e0:d1:63,-79,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-86,mizuno-208G,c0:25:a2:b4:4a:aa,-63,ait-wnet_A,00:a6:ca:47:a3:de,-87,4-kawabe-office-G,74:03:bd:1a:2c:e0,-79,sawano-lab,4c:32:75:c6:2b:02,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:58,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-52,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-70,,,,,onogi-lab_g,74:03:bd:de:c0:57,-62,4-morimoto-lab_a,74:03:bd:5e:14:e5,-47,aterm-b4920e-g,c0:25:a2:a7:2e:26,-43,4-morimoto-lab_g,74:03:bd:5e:14:e0,-60,aterm-b4920e-a,c0:25:a2:a7:2e:27,-46,onogi-lab_a,74:03:bd:de:c0:50,-53,Popcul2,0c:51:01:e6:e9:8a,-54,PopCul,b4:18:d1:e0:d1:62,-61,suzuki-lab,00:1d:73:a9:09:78,-85,mizuno-208ac,c0:25:a2:b4:4a:ab,-66,Popcul2,0c:51:01:e6:e9:8b,-70,PopCul,b4:18:d1:e0:d1:63,-75,AM-MIZUNO __ GHz__,90:84:0d:d5:9a:04,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:58,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-55,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-68,,,,,onogi-lab_g,74:03:bd:de:c0:57,-61,4-morimoto-lab_a,74:03:bd:5e:14:e5,-46,4-morimoto-lab_g,74:03:bd:5e:14:e0,-60,aterm-b4920e-a,c0:25:a2:a7:2e:27,-46,onogi-lab_a,74:03:bd:de:c0:50,-53,Popcul2,0c:51:01:e6:e9:8a,-54,PopCul,b4:18:d1:e0:d1:62,-61,suzuki-lab,00:1d:73:a9:09:78,-85,mizuno-208ac,c0:25:a2:b4:4a:ab,-58,Popcul2,0c:51:01:e6:e9:8b,-71,PopCul,b4:18:d1:e0:d1:63,-76,AM-MIZUNO __ GHz__,90:84:0d:d5:9a:04,-87,ait-wnet_A,00:a6:ca:47:a3:de,-86,ait-wnet,00:a6:ca:47:a3:d0,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:58,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-71,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-68,,,,,onogi-lab_g,74:03:bd:de:c0:57,-61,4-morimoto-lab_a,74:03:bd:5e:14:e5,-54,aterm-b4920e-a,c0:25:a2:a7:2e:27,-43,onogi-lab_a,74:03:bd:de:c0:50,-44,Popcul2,0c:51:01:e6:e9:8a,-47,PopCul,b4:18:d1:e0:d1:62,-60,suzuki-lab,00:1d:73:a9:09:78,-81,mizuno-208ac,c0:25:a2:b4:4a:ab,-53,Popcul2,0c:51:01:e6:e9:8b,-71,PopCul,b4:18:d1:e0:d1:63,-72,ait-wnet_A,00:a6:ca:47:a3:de,-86,ait-wnet,00:a6:ca:47:a3:d0,-78,aterm-b4920e-g,c0:25:a2:a7:2e:26,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:58,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-68,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-48,,,,,onogi-lab_g,74:03:bd:de:c0:57,-67,4-morimoto-lab_a,74:03:bd:5e:14:e5,-58,aterm-b4920e-a,c0:25:a2:a7:2e:27,-43,onogi-lab_a,74:03:bd:de:c0:50,-44,Popcul2,0c:51:01:e6:e9:8a,-58,PopCul,b4:18:d1:e0:d1:62,-68,suzuki-lab,00:1d:73:a9:09:78,-82,mizuno-208ac,c0:25:a2:b4:4a:ab,-62,Popcul2,0c:51:01:e6:e9:8b,-71,PopCul,b4:18:d1:e0:d1:63,-80,aterm-b4920e-g,c0:25:a2:a7:2e:26,-39,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-59,B0C7456E5E56,b6:c7:45:6e:5e:56,-60,mizuno-208G,c0:25:a2:b4:4a:aa,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:59,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-68,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-69,,,,,onogi-lab_g,74:03:bd:de:c0:57,-63,4-morimoto-lab_a,74:03:bd:5e:14:e5,-55,aterm-b4920e-a,c0:25:a2:a7:2e:27,-38,Popcul2,0c:51:01:e6:e9:8a,-59,PopCul,b4:18:d1:e0:d1:62,-68,suzuki-lab,00:1d:73:a9:09:78,-79,mizuno-208ac,c0:25:a2:b4:4a:ab,-63,Popcul2,0c:51:01:e6:e9:8b,-79,PopCul,b4:18:d1:e0:d1:63,-82,aterm-b4920e-g,c0:25:a2:a7:2e:26,-42,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-67,B0C7456E5E56,b6:c7:45:6e:5e:56,-64,mizuno-208G,c0:25:a2:b4:4a:aa,-60,ait-wnet_A,00:a6:ca:47:a3:de,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:59,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-69,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-62,,,,,onogi-lab_g,74:03:bd:de:c0:57,-65,4-morimoto-lab_a,74:03:bd:5e:14:e5,-54,aterm-b4920e-a,c0:25:a2:a7:2e:27,-35,Popcul2,0c:51:01:e6:e9:8a,-45,suzuki-lab,00:1d:73:a9:09:78,-82,mizuno-208ac,c0:25:a2:b4:4a:ab,-57,Popcul2,0c:51:01:e6:e9:8b,-67,PopCul,b4:18:d1:e0:d1:63,-74,aterm-b4920e-g,c0:25:a2:a7:2e:26,-35,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-63,B0C7456E5E56,b6:c7:45:6e:5e:56,-60,ait-wnet_A,00:a6:ca:47:a3:de,-88,4-morimoto-lab_g,74:03:bd:5e:14:e0,-52,onogi-lab_a,74:03:bd:de:c0:50,-67,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-88,AIT_ITC_TEST52_A,00:0d:0b:92:ee:60,-87,PopCul,b4:18:d1:e0:d1:62,-56,AM-MIZUNO __ GHz__,90:84:0d:d5:9a:04,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 11:59,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-58,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-68,,,,,onogi-lab_g,74:03:bd:de:c0:57,-66,4-morimoto-lab_a,74:03:bd:5e:14:e5,-50,aterm-b4920e-a,c0:25:a2:a7:2e:27,-30,Popcul2,0c:51:01:e6:e9:8a,-43,suzuki-lab,00:1d:73:a9:09:78,-81,mizuno-208ac,c0:25:a2:b4:4a:ab,-58,Popcul2,0c:51:01:e6:e9:8b,-64,PopCul,b4:18:d1:e0:d1:63,-73,aterm-b4920e-g,c0:25:a2:a7:2e:26,-27,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-60,B0C7456E5E56,b6:c7:45:6e:5e:56,-58,4-morimoto-lab_g,74:03:bd:5e:14:e0,-52,onogi-lab_a,74:03:bd:de:c0:50,-67,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-88,PopCul,b4:18:d1:e0:d1:62,-56,AM-MIZUNO __ GHz__,90:84:0d:d5:9a:04,-87,MizunoLabo_G,74:03:bd:8b:7c:b0,-65,suzuki-lab,00:1d:73:a9:09:7c,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/27 12:00,RoomB,a9d71355-6595-1801-b7ea-001c4d678e7c,31,1,-72,a9d71355-6595-1801-b7ea-001c4d678e7c,31,2,-72,,,,,onogi-lab_g,74:03:bd:de:c0:57,-58,4-morimoto-lab_a,74:03:bd:5e:14:e5,-50,aterm-b4920e-a,c0:25:a2:a7:2e:27,-42,Popcul2,0c:51:01:e6:e9:8a,-53,suzuki-lab,00:1d:73:a9:09:78,-80,mizuno-208ac,c0:25:a2:b4:4a:ab,-53,Popcul2,0c:51:01:e6:e9:8b,-70,PopCul,b4:18:d1:e0:d1:63,-76,aterm-b4920e-g,c0:25:a2:a7:2e:26,-42,B0C7456E5E56-1,b0:c7:45:6e:5e:56,-62,B0C7456E5E56,b6:c7:45:6e:5e:56,-60,4-morimoto-lab_g,74:03:bd:5e:14:e0,-65,onogi-lab_a,74:03:bd:de:c0:50,-52,PopCul,b4:18:d1:e0:d1:62,-65,MizunoLabo_G,74:03:bd:8b:7c:b0,-81,suzuki-lab,00:1d:73:a9:09:7c,-75,mizuno-208G,c0:25:a2:b4:4a:aa,-62,ait-wnet,00:a6:ca:47:a3:d0,-74,ait-wnet_A,00:a6:ca:47:a3:de,-89,his-wireless02,88:1f:a1:34:a2:68,-86,elecom5g-CB0DAC,00:90:fe:cb:0d:af,-88,elecom2g-CB0DAC,00:90:fe:cb:0d:ae,-76,DIRECT-8C78A161,66:eb:8c:78:21:61,-82,4b-matslabo,00:1d:73:b4:b1:cf,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
